CODE,ADDRESS,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,AMV_price,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,longitude,latitude,LONGITUDE,LATITUDE
3673450,"16 Dodderbrook Ave., Oldcourt, Dublin, D24 E2YT, Ireland",featured,2022-01-27,575000,4,3,Semi-D,162.0,Buy,0,10950.0,Moovingo,Moovingo,BRANDED_AGENT,38.0,False,True,False,A3,-6.342763,53.269493,-6.3423528,53.2693334
3673477,"Apartment 27, The Oaks, River Rd, Pelletstown Manor, Royal Canal Park, Ashtown, Dublin 15, Ireland",featured,2022-01-26,320000,2,2,Apartment,70.0,Buy,0,481.0,Odessa Estates,Odessa Estates,BRANDED_AGENT,15.0,False,True,False,D1,-6.323471,53.377173,-6.3234666,53.3771739
3673344,"The Haven, 1 Cherryfield Walk, Hartstown, Dublin, D15 C9TR, Ireland",featured,2022-01-28,275000,2,1,Semi-D,58.0,Buy,0,2636.0,Duffy Auctioneers MIPAV,Duffy Auctioneers,BRANDED_AGENT,14.0,False,False,False,D1,-6.421765,53.395523,-6.4217602,53.3955236
3552259,"1a, Sacre Coeur, 11 Cedarwood Green, Ballymun, Dublin 11, D11 FY62, Ireland",featured,2022-01-30,490000,3,3,Detached,108.0,Buy,0,2655.0,Sandra D'Arcy,Sherry FitzGerald Drumcondra,BRANDED_AGENT,24.0,False,False,False,C3,-6.282095,53.396259,-6.2834682,53.39618189999999
3474112,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,625000,3,3,Terrace,95.0,New Homes,0,11.0,Sharon Beckett,KELLY BRADSHAW DALTON,BRANDED_AGENT,24.0,False,False,False,G,-6.256121,53.362106,-6.1487088,53.4437581
3474113,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,850000,4,3,Semi-D,84.0,New Homes,0,4124.0,Kate Kearney MIPAV MCEI CV TRV,DNG Murphy Condon,BRANDED_AGENT,25.0,False,False,False,E1,-8.486444,51.918711,-6.1487088,53.4437581
3476643,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,625000,3,3,Terrace,,New Homes,0,1907.0,Margaret Fogarty,RE/MAX Property Specialists,BRANDED_AGENT,29.0,False,True,False,SI_666,-7.107895,52.255349,-6.1487088,53.4437581
3476641,"Seamount Rd, Seamount Dr, Malahide, Co. Dublin, K36 KH67, Ireland",featured,2022-01-11,850000,4,3,Semi-D,73.0,New Homes,0,10051.0,Sunny M Fahim MIPAV MMCEPI,RELIANCE PROPERTY CONSULTANTS,BRANDED_AGENT,21.0,False,False,False,C1,-6.286219,53.337464,-6.1487088,53.4437581
3620146,"6 St Patrick's Cottages, Rathfarnham, Dublin, D14 T8Y4, Ireland",featured,2022-01-30,525000,3,1,Bungalow,70.0,Buy,0,6970.0,James Lyons O'Keeffe,James Lyons O'Keeffe,BRANDED_AGENT,21.0,True,False,False,F,-9.642424,51.553191,-6.282707200000001,53.2911341
3640338,"Longmeadows Apartments, Conyngham Rd, Saint James' (part of Phoenix Park), Dublin 8, Ireland",featured,2022-01-30,360000,2,1,Apartment,62.0,Buy,0,2835.0,Cormac Curran,Sherry FitzGerald Reynolds,BRANDED_AGENT,42.0,False,False,False,B3,-7.570388,52.045685,-6.3001434,53.3479593
3568580,"35 Merrion Strand, Dublin 4, D04 P2P4, Ireland",featured,2022-01-30,525000,2,1,Terrace,62.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,26.0,False,False,False,D1,-6.969209,52.263107,-6.206970099999999,53.320818
3551533,"9 Ballygarra Park, Garristown, Co. Dublin, A42 X309, Ireland",featured,2022-01-28,300000,3,2,Semi-D,120.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,18.0,False,False,False,D1,-6.944157,52.389123,-6.3857735,53.565651
3543920,"Carmanhall Rd, Sandyford, Dublin, Ireland",featured,2022-01-25,325000,2,2,Apartment,85.0,Buy,1,3238.0,Fintan Gilligan MIPAV REV,DNG Gilligan,BRANDED_AGENT,18.0,False,False,False,C1,-9.004779,53.730969,-6.2155676,53.2777393
3670483,"3 Fitzroy Ave, St Patrick's Terrace, Drumcondra, Dublin 3, D03 FP64, Ireland",featured,2022-01-28,445000,3,2,Terrace,95.0,Buy,0,2739.0,Warren McCreery B.Sc. MRICS,"Warren McCreery Auctioneers, Valuers, Estate Agents",BRANDED_AGENT,15.0,False,False,False,B2,-6.958447,52.395209,-6.257993799999999,53.362006
3586471,"The Barley House, Cork St, Saint Catherine's, Dublin 8, Ireland",featured,2022-01-26,350000,2,2,Apartment,73.0,Buy,0,2641.0,Kevin Flanigan Estates,Kevin Flanigan Estates,BRANDED_AGENT,13.0,True,False,False,C2,-6.233447,53.443949,-6.2864909,53.3376808
3652462,"Terenure, Dublin 6W, Co. Dublin, Ireland",featured,2022-01-30,395000,2,2,Apartment,78.0,Buy,0,1196.0,Garry O'Donnell,ERA Downey McCarthy,BRANDED_AGENT,20.0,False,False,True,C2,-8.486738,51.919672,-6.301157700000001,53.3084522
3668173,"8 Glen Ellan Gardens, Outlands, Swords, Co. Dublin, K67 PK30, Ireland",featured,2022-01-30,435000,3,3,Semi-D,155.0,Buy,0,1196.0,Michael Downey ERA,ERA Downey McCarthy,BRANDED_AGENT,29.0,False,False,True,E2,-8.481995,51.883494,-6.2355737,53.4679345
3652159,"54 Whitethorn Rd, Farranboley, Dublin 14, D14 R2C4, Ireland",featured,2022-01-30,950000,3,2,Semi-D,127.0,Buy,0,1956.0,Helen Lardner,Gordon Hughes Estate Agents - Ratoath,BRANDED_AGENT,20.0,True,False,False,E1,-6.471708,53.47075,-6.2395211,53.3111989
3184958,"44 Boroimhe Beech, Swords, Co. Dublin, Ireland",featured,2022-01-26,270000,2,2,Apartment,58.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,30.0,False,False,False,C1,-8.5680263,53.8231495,-6.232853299999999,53.4443237
3666054,"Riverbank, Dodder Park Rd, Rathfarnham, Dublin 14, Ireland",featured,2022-01-28,375000,2,1,Apartment,61.0,Buy,0,11972.0,Ann O'Neill,Ann O'Neill Auctioneers,BRANDED_AGENT,35.0,True,False,False,C1,-7.242385,52.643854,-6.2730294,53.3034949
3682835,"20 Thornleigh Square, Thornleigh, Swords, Co. Dublin, K67 N797, Ireland",featured,2022-01-27,395000,5,3,Semi-D,157.0,Buy,0,3963.0,Ted Healy,DNG Ted Healy,BRANDED_AGENT,19.0,True,False,True,D1,-9.497391,52.043347,-6.2331736,53.4732895
3689800,"14 Moyclare Cl, Burrow, Dublin 13, D13 F6X5, Ireland",featured,2022-01-28,385000,3,1,End of Terrace,84.0,Buy,0,2887.0,Arklow,Sherry FitzGerald Catherine O'Reilly,BRANDED_AGENT,22.0,False,False,False,G,-6.156304,52.798146,-6.1273865,53.3918823
3676731,"16 Birchwood Heights, Springfield, Dublin 24, D24 V9P3, Ireland",featured,2022-01-27,275000,3,1,End of Terrace,85.0,Buy,0,7546.0,Thomas Reid MIPAV MMCEPI PSRA Lic. No. 004069 - 007868,DNG Reid & Coppinger,BRANDED_AGENT,33.0,False,False,True,C2,-7.052911,52.223371,-6.3837116,53.2904241
3628494,"18 Mount Albany, Richmond, Newtownpark, Blackrock, Co. Dublin, A94 D231, Ireland",featured,2022-01-24,1200000,4,2,Detached,164.0,Buy,0,1442.0,Gretchen Kelleher,Barry Auctioneers,BRANDED_AGENT,13.0,False,False,False,E2,-8.515976,51.879883,-6.1758505,53.2856237
3561781,"2 Windsor Terrace, Portobello, Dublin, D08 E9T8, Ireland",featured,2022-01-30,1250000,3,2,Terrace,130.0,Buy,0,2574.0,Fiona Hennessy,Sherry FitzGerald Hennessy,BRANDED_AGENT,22.0,False,False,False,D2,-7.863788,51.940131,-6.2718755,53.3299737
3685774,"50 Woodvale Ave, Blakestown, Dublin 15, D15 X45V, Ireland",featured,2022-01-28,340000,3,1,Semi-D,104.0,Buy,0,8647.0,Sinead Beggan,McGuirk Beggan Property Ltd.,BRANDED_AGENT,12.0,False,False,False,E2,-6.3239271,53.2873243,-6.408329999999999,53.3959256
3480430,"10 Belgrove Rd, Clontarf, Dublin 3, D03 W302, Ireland",featured,2022-01-30,1695000,5,2,Bungalow,198.0,Buy,0,9917.0,Jamie Taylor,DNG Fairview,BRANDED_AGENT,11.0,False,True,False,D2,-6.2437969,53.3767169,-6.198452,53.36152209999999
3685466,"3 Marley, Grove Rd, Malahide, Co. Dublin, K36 FD39, Ireland",featured,2022-01-30,1600000,5,3,Detached,205.0,Buy,0,3327.0,Thomas Maleady MIPAV,"Location, Location",BRANDED_AGENT,22.0,False,False,False,C1,-8.969998,52.857836,-6.1468647,53.447826
3675363,"7, 64 Mountjoy Square W, Rotunda, Dublin, Ireland",featured,2022-01-27,250000,2,1,Apartment,66.0,Buy,0,1965.0,James Heaslip,DNG Maxwell Heaslip & Leonard,BRANDED_AGENT,22.0,False,True,False,XXX,-9.075766,53.263136,-6.2588793,53.3563659
3622637,"Harbour View, High St, Balbriggan, Co. Dublin, Ireland",featured,2022-01-30,215000,2,2,Apartment,60.0,Buy,0,4124.0,Kate Kearney MIPAV MCEI CV TRV,DNG Murphy Condon,BRANDED_AGENT,31.0,False,False,False,D1,-8.490317,51.900564,-6.1820936,53.6089117
3568876,"23 Delaford Park, Knocklyon, Dublin 16, D16 Y3C6, Ireland",featured,2022-01-20,560000,3,1,Semi-D,98.0,Buy,0,924.0,Eamon O'Flaherty,Sherry Fitzgerald Brady O'Flaherty,BRANDED_AGENT,20.0,True,False,False,A3,-6.665098,53.394309,-6.3239171,53.2873311
3609171,"Gracepark Manor, Whitehall, Dublin, Ireland",featured,2022-01-19,299950,1,2,Apartment,78.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,21.0,False,False,False,D1,-8.582402,53.851684,-6.2437969,53.3767169
3678744,"2 Beverton Avenue, Ballisk Common, Donabate, Co. Dublin, K36 D956, Ireland",featured,2022-01-19,545000,4,3,Detached,130.0,Buy,0,10912.0,"Donnybrook Gardens, Donnybrook, Dublin 4",Cairn Homes,BRANDED_AGENT,8.0,False,True,True,A3,-6.227785906271578,53.31168479854682,-6.1518204,53.4894325
3558413,"5 Woodview Park, Castleknock, Dublin 15, D15 YA7X, Ireland",featured,2022-01-19,495000,3,1,Semi-D,,Buy,0,10912.0,"Graydon, Newcastle, Co. Dublin",Cairn Homes,BRANDED_AGENT,5.0,False,True,True,A2,-6.496535629858317,53.29928158820707,-6.359031099999999,53.3799977
3681149,"25 Castleview Park, Broadmeadow, Swords, Co. Dublin, K67 K264, Ireland",featured,2022-01-30,425000,4,3,Detached,,Buy,0,10912.0,"Graydon, Newcastle, Co. Dublin",Cairn Homes,BRANDED_AGENT,8.0,False,True,True,A2,-6.496535629858317,53.29928158820707,-6.2374592,53.4734568
3514447,"9, 72 Blessington St, Dublin 7, D07 Y640, Ireland",featured,2022-01-28,295000,2,2,Apartment,48.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,6.0,False,False,False,A2,-8.230189727673917,51.822110570229455,-6.2663557,53.356187
3680784,"1 Island View, Robswalls, Malahide, Co. Dublin, K36 AV61, Ireland",featured,2022-01-25,800000,4,1,Detached,121.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,6.0,False,False,False,A2,-8.230189727673917,51.822110570229455,-6.1400387,53.4487707
3613838,"52 Foxrock Manor, Galloping Green South, Dublin 18, D18 Y6F3, Ireland",featured,2022-01-30,1100000,4,3,Detached,155.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,8.0,False,False,False,A2,-8.230189727673917,51.822110570229455,-6.1866732,53.2749157
3553589,"104 Drumcondra Rd Lower, Botanic, Dublin, D09 XN75, Ireland",featured,2022-01-17,1100000,8,7,Terrace,285.0,Buy,0,9088.0,Raymond Potterton,Glenveagh Homes,UNBRANDED_AGENT,1.0,False,False,True,A3,-6.258846636774024,53.63381719441863,-6.2564606,53.365915
3677255,"21 Boroimhe Poplars, Fosterstown North, Swords, Co. Dublin, K67 W244, Ireland",featured,2022-01-30,505000,4,3,Semi-D,,Buy,0,9088.0,Ciara Brassington,Glenveagh Homes,UNBRANDED_AGENT,4.0,False,False,True,A3,-6.665098,53.394309,-6.2334589,53.44600630000001
2515107,"Donnybrook Gardens, Dublin, Ireland",featured,2021-12-17,825000,2,2,Apartment,133.0,New Homes,0,2640.0,Thomas Fitzpatrick,Sherry FitzGerald Lucan,BRANDED_AGENT,13.0,False,False,False,D2,-6.435613,53.355952,-6.2281072,53.3119599
2515108,"Donnybrook Gardens, Dublin, Ireland",featured,2021-12-17,990000,2,2,Apartment,126.0,New Homes,0,3091.0,Ron Cregan,Colliers,BRANDED_AGENT,1.0,False,False,False,C2,-6.224562,53.340707,-6.2281072,53.3119599
3526065,"Graydon Glen, Cornerpark, Newcastle, Co. Dublin, Ireland",featured,2022-01-24,310000,2,2,Apartment,370.0,New Homes,0,9982.0,Philip Guckian,"Sherry FitzGerald Country Homes, Farms & Estates",BRANDED_AGENT,17.0,True,False,False,D1,-7.935038,53.424943,-6.497703400000001,53.298742
3526064,"Graydon Glen, Cornerpark, Newcastle, Co. Dublin, Ireland",featured,2022-01-24,350000,3,3,Duplex,78.0,New Homes,0,3327.0,Thomas Maleady MIPAV,"Location, Location",BRANDED_AGENT,15.0,False,False,False,D2,-8.993666,52.845829,-6.497703400000001,53.298742
3658516,"331 Crumlin Rd, Crumlin, Dublin, D12 CA44, Ireland",featured,2022-01-14,385000,3,1,Semi-D,114.0,Buy,0,5105.0,Dolores Somers,DNG Somers Properties,BRANDED_AGENT,23.0,False,False,False,A3,-6.174928,52.785153,-6.3132841,53.3265312
3675467,"15 Abington, Mabestown, Malahide, Co. Dublin, K36 DW93, Ireland",featured,2022-01-28,1675000,4,3,Detached,250.0,Buy,0,1442.0,Der O'Riordan,Barry Auctioneers,BRANDED_AGENT,10.0,False,False,False,D2,-8.432602,51.889041,-6.178056199999999,53.4454098
3581937,"Castleland Park, Castleland, Balbriggan, Co. Dublin, Ireland",featured,2022-01-27,357500,3,3,Semi-D,200.0,New Homes,0,7499.0,John Brophy Assoc. SCSI RICS,"Brophy Estates, Auctioneers and Estate Agents",BRANDED_AGENT,24.0,True,False,False,D2,-6.138543,53.447733,-6.1794594,53.5981015
3675279,"Apartment 47, Adamstown Way, Adamstown, Lucan, Co. Dublin, Ireland",featured,2022-01-28,265000,1,1,Apartment,43.0,Buy,0,1194.0,Ed Donohoe,Donohoe Town and Country LTD,BRANDED_AGENT,31.0,False,True,False,C1,-7.256431,52.658123,-6.4632551,53.3386066
3442769,"Mountainview Cottages, Luttrellstown Rd, Porterstown, Dublin 15, Ireland",featured,2022-01-30,495000,2,1,Bungalow,81.0,Buy,0,195.0,June McConnell  PSRA: 003032 - 004645,June McConnell Lettings,BRANDED_AGENT,7.0,False,False,False,C2,-6.311558,53.377162,-6.3985131,53.3699597
3577527,"Liscahill, Haddon Rd, Clontarf, Dublin 3, D03 X019, Ireland",featured,2022-01-06,995000,7,2,Semi-D,290.0,Buy,0,3708.0,Timothy Sullivan,Timothy Sullivan & Associates,BRANDED_AGENT,14.0,False,False,False,D2,-8.458712,51.883606,-6.2109245,53.3618374
3666986,"2 Ballintyre Meadows, Ballinteer, Dublin, Ireland",featured,2022-01-06,365000,2,2,Apartment,72.0,Buy,0,3658.0,Nigel Kennedy MIPAV,MoveHome Estate & Letting Agent,BRANDED_AGENT,22.0,False,False,False,G,-6.234928,53.356553,-6.2539114,53.2726552
3562175,"188 Beech Park, Esker North, Lucan, Co. Dublin, K78 T1D1, Ireland",featured,2022-01-30,545000,4,2,Semi-D,133.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,16.0,False,False,False,XXX,-6.2297187,53.4450393,-6.4356076,53.35595199999999
3658633,"30 Irishtown Rd, Dublin 4, D04 A5X5, Ireland",featured,2022-01-28,675000,4,2,Terrace,126.0,Buy,0,5276.0,Caroline Kirrane,APP Kirrane Auctioneering,BRANDED_AGENT,9.0,False,False,False,E1,-8.783178,53.683317,-6.2245434,53.3407061
3602405,"34 Hollystown Park, Hollystown, Dublin, D15 C9Y2, Ireland",featured,2022-01-26,500000,4,3,Detached,195.0,Buy,0,12160.0,Tommy Carmody,Tommy Carmody's Property House,BRANDED_AGENT,22.0,True,False,False,C3,-9.688411,52.283223,-6.3852436,53.4341164
3660774,"122 Drumnigh Wood, Drumnigh, Portmarnock, Co. Dublin, D13 WR50, Ireland",featured,2022-01-04,795000,4,3,Detached,223.0,Buy,0,3131.0,Charlie Robinson Auctioneers Letterkenny,Charlie Robinson Auctioneers,BRANDED_AGENT,13.0,True,False,False,C1,-7.738553,54.934539,-6.1532857,53.4167836
3660220,"30 Mount Argus Cres, Harold's Cross, Dublin 6W, Co. Dublin, D6W YX67, Ireland",featured,2022-01-04,395000,2,1,End of Terrace,58.0,Buy,0,582.0,Chris White,Sherry Fitzgerald Cumisky Kelly,BRANDED_AGENT,20.0,True,False,False,C3,-6.199654,53.616041,-6.2900965,53.3219935
3620516,"4 Glenomena Park, Trimblestown, Blackrock, Co. Dublin, A94 AT86, Ireland",featured,2022-01-28,795000,4,3,Semi-D,137.0,Buy,0,2775.0,Sinead Kellehan,Sherry FitzGerald Carroll,BRANDED_AGENT,15.0,False,False,False,XXX,-6.41449,53.995467,-6.2125423,53.3091728
3568954,"Lodge, 12, 6 Richmond Ave S, Rathmines, Dublin, Ireland",featured,2022-01-28,1400000,3,3,Semi-D,170.0,Buy,0,2760.0,Lisa Kearney BA (Hons) MIPAV REV MMCEPI,Rooney Auctioneers -Limerick,BRANDED_AGENT,27.0,False,False,False,D2,-8.532825,52.665842,-6.2552974,53.313962
3655621,"23 Littlepace Park, Huntstown, Clonee, Co. Dublin, D15 E6K1, Ireland",featured,2022-01-30,435000,4,3,Semi-D,126.0,Buy,0,1013.0,Emma McDonald,REA McDonald,BRANDED_AGENT,35.0,True,False,False,B3,-6.459014,53.337937,-6.428720299999999,53.4044503
3594100,"10 Linnetfields Square, Castaheany, Clonee, Co. Dublin, D15 W3V5, Ireland",premium,2022-01-30,260000,2,1,Apartment,65.0,Buy,0,1524.0,Sue Brant  PSR Licence No: 004160-001611,Fingal Letting & Sales,BRANDED_AGENT,24.0,False,False,False,D2,-6.189197,53.452006,-6.4368739,53.4011222
3608854,"15 Thornberry Square, Parslickstown, Clonee, Co. Dublin, D15 H585, Ireland",premium,2022-01-30,250000,2,1,Apartment,70.0,Buy,0,2762.0,Paul Stack,Sherry FitzGerald Stack,BRANDED_AGENT,12.0,False,False,False,C1,-8.977616,52.601791,-6.4108171,53.4035282
3693712,"76, 8 Newmarket, The Liberties, Dublin, Ireland",premium,2022-01-28,300000,2,1,Apartment,51.0,Buy,0,10105.0,Eoin Gorry,DNG Lucan,BRANDED_AGENT,17.0,False,True,False,C2,-6.424484,53.351762,-6.276462800000001,53.3381407
3687121,"Custom House Square, Mayor Street Lower, International Financial Services Centre, Dublin 1, Ireland",premium,2022-01-28,560000,3,3,Apartment,113.0,Buy,0,5310328.0,Derek Callanan,private,PRIVATE_USER,20.0,False,False,False,C3,-6.2066249,53.6132698,-6.243003,53.34961699999999
3692312,"18 Glendun Rd, Whitehall, Dublin 9, D09 VX89, Ireland",premium,2022-01-28,345000,2,1,Terrace,65.0,Buy,0,2636.0,Duffy Auctioneers MIPAV,Duffy Auctioneers,BRANDED_AGENT,20.0,False,False,False,C1,-6.420213,53.386837,-6.2465856,53.38640789999999
3690963,"The Kilns, 58 Station Rd, Portmarnock, Co. Dublin, Ireland",premium,2022-01-30,325000,2,1,Apartment,63.0,Buy,0,1908.0,Sales department,Property Partners Barry Herterich,BRANDED_AGENT,17.0,False,True,False,C2,-7.167363,52.165109,-6.150110199999999,53.4193784
3537673,"3 Clonliffe Ave, Ballybough, Dublin, D03 NX58, Ireland",premium,2022-01-30,320000,3,2,Terrace,82.0,Buy,0,1250.0,Lorcan Fox,Foley Auctioneers,BRANDED_AGENT,17.0,False,False,False,C1,-6.672055,53.393487,-6.2462186,53.3597064
3691753,"9 Ferguson Rd, Drumcondra, Dublin 9, Ireland",premium,2022-01-28,450000,3,1,Terrace,80.0,Buy,0,1221.0,Patrick Moran,Moran Auctioneers & Estate Agents,BRANDED_AGENT,16.0,False,False,False,C2,-9.293566,53.849928,-6.2595113,53.3706799
3601304,"3 St Mark's Green, Rowlagh, Dublin 22, D22 K4P9, Ireland",premium,2022-01-26,269000,3,1,Terrace,,Buy,0,10.0,Sales Office,Hooke & MacDonald,BRANDED_AGENT,23.0,False,True,True,A2,-6.226621,53.295864,-6.4008495,53.3455548
3673960,"10 Kinahan St, N Circular Rd, Stoneybatter, Dublin 7, D07 RY79, Ireland",premium,2022-01-30,350000,2,1,Terrace,41.0,Buy,0,1470.0,Ed Reilly,Sherry FitzGerald Reilly,BRANDED_AGENT,24.0,True,False,False,B3,-6.671744,53.660831,-6.2969665,53.3520504
3670986,"2 Hampton Woods, Tankardstown, Balbriggan, Co. Dublin, K32 DY23, Ireland",premium,2022-01-27,295000,3,3,End of Terrace,98.0,Buy,0,2236.0,Galvin Sales,Galvin Property & Finance,BRANDED_AGENT,21.0,False,False,False,D1,-6.41678,53.350561,-6.197138499999999,53.6128441
3680875,"24 Ashfield Grove, Rathingle, Swords, Co. Dublin, K67 W1W7, Ireland",premium,2022-01-27,450000,3,3,Semi-D,117.0,Buy,0,1534.0,Tadgh Gallivan,Property Partners Gallivan,BRANDED_AGENT,15.0,False,False,False,G,-9.506761,52.061168,-6.2516412,53.44986170000001
3689213,"The Gasworks, S Lotts Rd, Dublin 4, Ireland",premium,2022-01-28,350000,1,1,Apartment,51.0,Buy,0,2236.0,Galvin Sales,Galvin Property & Finance,BRANDED_AGENT,26.0,False,False,False,D2,-6.279413,53.286564,-6.2351068,53.3390643
3687949,"10 Muldowney Ct, Robswalls, Malahide, Co. Dublin, K36 PX23, Ireland",premium,2022-01-28,1250000,5,3,Detached,200.0,Buy,0,9634.0,David Rhatigan,Sherry FitzGerald New Homes,BRANDED_AGENT,20.0,False,False,False,XXX,-6.232038,53.333728,-6.1385437,53.447746
3688967,"153 Larkhill Rd, Whitehall, Dublin 9, D09 A211, Ireland",premium,2022-01-28,345000,2,1,Terrace,85.0,Buy,0,12181.0,Bowe Property Kinsale,Bowe Property Kinsale,BRANDED_AGENT,7.0,False,False,False,G,-8.646637,51.768128,-6.2496829,53.3867717
3674636,"9 Thornleigh Rd, Thornleigh, Swords, Co. Dublin, K67 YH73, Ireland",premium,2022-01-25,335000,3,3,Terrace,94.0,Buy,0,3973.0,Residential Sales Department,REA Gunne Property,BRANDED_AGENT,20.0,False,False,False,C3,-6.3961311,53.9218138,-6.2320706,53.4725197
3688103,"Apartment 139, Meridian Court, Spindrift Ave, Royal Canal Park, Ashtown, Dublin 15, Ireland",premium,2022-01-28,240000,1,1,Apartment,45.0,Buy,0,5997.0,Warren Palmer MIPAV PSRA 004143,Palmer Auctioneers,BRANDED_AGENT,20.0,False,True,False,C1,-7.109165,52.204932,-6.3110887,53.37683999999999
3528919,"13 Seaview Ave E, East Wall, Dublin 3, D03 YF34, Ireland",premium,2022-01-28,400000,3,1,Terrace,120.0,Buy,0,3100.0,Nick Hughes,Coldwell Banker Estates,BRANDED_AGENT,16.0,True,False,False,SI_666,-9.435443,52.846048,-6.234920100000001,53.3565599
3687736,"21 Boroimhe Elms, Nevinstown West, Swords, Co. Dublin, K67 VF74, Ireland",premium,2022-01-30,260000,2,2,Apartment,65.0,Buy,0,2857.0,Louise Morton,Kehoe & Associates,BRANDED_AGENT,3.0,False,True,True,A3,-6.462498885578981,52.32500830205734,-6.229718699999999,53.4450393
3686177,"35, 8 Newmarket, The Liberties, Dublin, Ireland",premium,2022-01-27,300000,2,1,Apartment,58.0,Buy,0,9801.0,Ronan O'Hara,Sherry FitzGerald Blackrock,BRANDED_AGENT,15.0,True,False,False,D2,-6.194328,53.29281,-6.276462800000001,53.3381407
3677044,"Bride St, Dublin, Ireland",premium,2022-01-30,375000,2,1,Apartment,60.0,Buy,0,3660.0,Sales Department,Gordon Hughes Estate Agents -Leitrim,BRANDED_AGENT,13.0,True,False,False,D2,-7.8913,54.045315,-6.2698493,53.3400909
3636401,"36 Clonuske Green, Balbriggan, Co. Dublin, Ireland",premium,2022-01-30,210000,2,1,Apartment,62.0,Buy,0,9992.0,Jeffrey Brophy MSc. MIPAV PSRA No. 003455-004872,Brophy Cusack,BRANDED_AGENT,33.0,False,False,False,C2,-7.50761,52.513131,-6.199258899999999,53.6159645
3684762,"Village Weir, Main St, St. Edmondsbury, Lucan, Co. Dublin, Ireland",premium,2022-01-24,265000,2,1,Apartment,60.0,Buy,0,9992.0,David Cusack PSRA No: 003455-006008,Brophy Cusack,BRANDED_AGENT,25.0,False,False,False,D2,-7.150584,52.167461,-6.446532100000001,53.3592175
3684765,"Castlegate House, 2 Adamstown Ave, Adamstown, Dublin, K78 NH94, Ireland",premium,2022-01-20,285000,2,2,Apartment,79.0,Buy,0,2811.0,Breda Lewis,Sherry FitzGerald Lewis Hamill,BRANDED_AGENT,34.0,False,False,False,D2,-7.506179,53.268962,-6.4585183,53.3367473
3646698,"6 Farmleigh Ave, Farmleigh Woods, Dublin 15, D15 RW02, Ireland",premium,2022-01-30,1600000,5,5,End of Terrace,310.0,Buy,0,92.0,John McNally,McNally Handy & Ptrs,BRANDED_AGENT,23.0,False,True,False,SI_666,-6.238574,53.330873,-6.3571851,53.3676898
3681011,"7 Lissadel Wood, Yellow Walls, Malahide, Co. Dublin, Ireland",premium,2022-01-28,285000,2,2,Apartment,43.0,Buy,0,49.0,Colin Thomas,Vincent Finnegan,BRANDED_AGENT,5.0,False,False,False,C3,-6.2382959,53.2705646,-6.1895203,53.4519673
3537595,"1, 16 Nottingham St, North Strand, Dublin, D03 KX93, Ireland",premium,2022-01-29,395000,4,3,Terrace,135.0,Buy,0,11273.0,Sean McCarthy,Lioncor,BRANDED_AGENT,4.0,False,False,False,A3,-8.400895797602345,51.94105806529302,-6.242095700000001,53.3592451
3683401,"8 Mount Bellew Way, Ballyowen, Lucan, Co. Dublin, Ireland",premium,2022-01-20,260000,2,2,Apartment,64.0,Buy,0,11273.0,Sean McCarthy,Lioncor,BRANDED_AGENT,6.0,False,False,False,A3,-8.400895797602345,51.94105806529302,-6.424483899999999,53.3517625
3682883,"17 Strand Rd, Burrow, Portmarnock, Co. Dublin, D13 FN77, Ireland",premium,2022-01-28,795000,4,3,Detached,156.0,Buy,0,5104.0,Lydia Casey,Sherry FitzGerald Greystones,BRANDED_AGENT,12.0,True,False,False,E1,-6.063913,53.106323,-6.1336461,53.4240381
3681949,"Observatory Court, Observatory Ln, Rathmines, Dublin 6, D06 V0P0, Ireland",premium,2022-01-28,975000,3,4,Detached,142.0,Buy,0,3658.0,Ronan Crinion MIPAV,MoveHome Estate & Letting Agent,BRANDED_AGENT,26.0,False,False,False,E2,-6.260543,53.367819,-6.264215399999999,53.32615140000001
